,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Conduit
0,83.85285595,67.3565371,67.80610745,73.73379207,74.85122552,74.24956739,89.60828806,71.84848297,73.58995114,72.33502433,71.99659428,74.8902666,85.65457768,70.89609537,74.384794,78.04114633,76.63086685,77.60001069,78.58758225,77.66120634,77.47739729,78.3934022,82.54759762,83.31173372,83.20531046,83.6729503,84.18659372,84.46675838,84.44329631,77.50430232,Sk-0
1,73.73379207,74.85122552,74.24956739,89.60828806,71.84848297,73.58995114,72.33502433,71.99659428,74.8902666,85.65457768,70.89609537,74.384794,78.04114633,76.63086685,77.60001069,78.58758225,77.66120634,77.47739729,78.3934022,82.54759762,83.31173372,83.20531046,83.6729503,84.18659372,84.46675838,84.44329631,77.50430232,86.44523214,84.35723719,68.51839189,Sk-0
2,89.60828806,71.84848297,73.58995114,72.33502433,71.99659428,74.8902666,85.65457768,70.89609537,74.384794,78.04114633,76.63086685,77.60001069,78.58758225,77.66120634,77.47739729,78.3934022,82.54759762,83.31173372,83.20531046,83.6729503,84.18659372,84.46675838,84.44329631,77.50430232,86.44523214,84.35723719,68.51839189,68.23578325,67.29177156,63.52461032,Sk-0
3,72.33502433,71.99659428,74.8902666,85.65457768,70.89609537,74.384794,78.04114633,76.63086685,77.60001069,78.58758225,77.66120634,77.47739729,78.3934022,82.54759762,83.31173372,83.20531046,83.6729503,84.18659372,84.46675838,84.44329631,77.50430232,86.44523214,84.35723719,68.51839189,68.23578325,67.29177156,63.52461032,55.68583333,59.27153846,63.39904762,Sk-0
4,85.65457768,70.89609537,74.384794,78.04114633,76.63086685,77.60001069,78.58758225,77.66120634,77.47739729,78.3934022,82.54759762,83.31173372,83.20531046,83.6729503,84.18659372,84.46675838,84.44329631,77.50430232,86.44523214,84.35723719,68.51839189,68.23578325,67.29177156,63.52461032,55.68583333,59.27153846,63.39904762,65.59,58.45,66.83333333,Sk-0
5,78.04114633,76.63086685,77.60001069,78.58758225,77.66120634,77.47739729,78.3934022,82.54759762,83.31173372,83.20531046,83.6729503,84.18659372,84.46675838,84.44329631,77.50430232,86.44523214,84.35723719,68.51839189,68.23578325,67.29177156,63.52461032,55.68583333,59.27153846,63.39904762,65.59,58.45,66.83333333,76.17894737,82.60842105,85.19090909,Sk-0
6,78.58758225,77.66120634,77.47739729,78.3934022,82.54759762,83.31173372,83.20531046,83.6729503,84.18659372,84.46675838,84.44329631,77.50430232,86.44523214,84.35723719,68.51839189,68.23578325,67.29177156,63.52461032,55.68583333,59.27153846,63.39904762,65.59,58.45,66.83333333,76.17894737,82.60842105,85.19090909,82.39857143,73.82,78.3662963,Sk-0
7,78.3934022,82.54759762,83.31173372,83.20531046,83.6729503,84.18659372,84.46675838,84.44329631,77.50430232,86.44523214,84.35723719,68.51839189,68.23578325,67.29177156,63.52461032,55.68583333,59.27153846,63.39904762,65.59,58.45,66.83333333,76.17894737,82.60842105,85.19090909,82.39857143,73.82,78.3662963,90.12190476,91.47734556,89.03165479,Sk-0
8,83.20531046,83.6729503,84.18659372,84.46675838,84.44329631,77.50430232,86.44523214,84.35723719,68.51839189,68.23578325,67.29177156,63.52461032,55.68583333,59.27153846,63.39904762,65.59,58.45,66.83333333,76.17894737,82.60842105,85.19090909,82.39857143,73.82,78.3662963,90.12190476,91.47734556,89.03165479,79.67394761,75.98282935,74.41999834,Sk-0
9,84.46675838,84.44329631,77.50430232,86.44523214,84.35723719,68.51839189,68.23578325,67.29177156,63.52461032,55.68583333,59.27153846,63.39904762,65.59,58.45,66.83333333,76.17894737,82.60842105,85.19090909,82.39857143,73.82,78.3662963,90.12190476,91.47734556,89.03165479,79.67394761,75.98282935,74.41999834,74.80714985,46.69074153,32.06718436,Sk-0
10,86.44523214,84.35723719,68.51839189,68.23578325,67.29177156,63.52461032,55.68583333,59.27153846,63.39904762,65.59,58.45,66.83333333,76.17894737,82.60842105,85.19090909,82.39857143,73.82,78.3662963,90.12190476,91.47734556,89.03165479,79.67394761,75.98282935,74.41999834,74.80714985,46.69074153,32.06718436,29.85229248,29.471928,30.92375914,Sk-0
